FTHG,FTAG,HTHG,HTAG,HST,AST,B365H,B365A,BWH,BWA,PSH,PSA,WHH,WHA,MaxH,MaxA,AvgH,AvgA,AHh,B365CH,B365CA,BWCH,PSCH,PSCA,WHCH,MaxCH,MaxCA,AvgCH,AvgCA,AHCh,IWH,IWA,VCH,VCA,FTREncoded,FTR
-0.381231286934571,-0.12138712100365544,0.41016916743686255,-0.6914762412306433,-0.2607307158394393,-0.7642627134580184,-0.6324088759670479,0.7901496463668087,-0.6827805857524828,0.797759577521667,-0.6314611562573132,0.7320831007098797,-0.6746069190699868,0.9157720841520212,-0.7968315461946368,1.6078062960747175,-0.8520080417816722,1.5148853700727387,-1.259752141159432,-0.7558827675457699,1.1947521740362594,-0.7501174161130629,-0.551287683832854,0.43917082564263005,-0.729311890224373,-0.742044949065881,0.9589090769977977,-0.7550146290686282,1.1153739426061766,-1.2191399561775753,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
-0.381231286934571,-0.12138712100365544,0.41016916743686255,-0.6914762412306433,-0.2607307158394393,-0.7642627134580184,-0.18181137654323093,-0.4201589340151201,-0.1435977527810971,-0.42075247057286375,-0.181157072267239,-0.42243082054233216,-0.14575161717586346,-0.4032818224205043,-0.11079698100102411,-0.4109001696886021,-0.07574339146348712,-0.41322066450438966,0.06463460082685202,-0.14028036943983394,-0.3888207785320981,-0.0905193983910415,-0.2157413868169675,-0.4057631102841312,-0.05115922822285167,-0.11951078127694639,-0.4160515229890179,-0.1266149108381914,-0.39986015179508166,0.06243573899561703,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
0.39924221387636166,-0.12138712100365544,-0.787180947086913,0.7152829349819332,-0.2607307158394393,-0.7642627134580184,-0.3630862326332723,-0.15389104633109585,-0.34017482730191484,-0.20497429538945733,-0.35546833058597754,-0.1879550725123858,-0.3661079929650815,-0.1634538394073179,-0.3992433322756114,-0.033702421760507785,-0.398460156202508,0.0068460096954202285,-0.37682764650190925,-0.30893856070173403,-0.06398530108217866,-0.3543586054798503,-0.3064295751996396,-0.26103890967199067,-0.3478510178485174,-0.3699555614219201,-0.11798314117369432,-0.33332534446662454,-0.10152390522903088,0.06243573899561703,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,2,H
0.39924221387636166,0.7803457778806423,0.41016916743686255,0.7152829349819332,0.13944629784565074,0.6294208506720961,0.051256295572536296,-0.5097217689633828,0.10914420017424005,-0.5222951412474081,0.04157398002892665,-0.5028225055811708,0.11867603377119823,-0.49441645596551514,0.24781199625927344,-0.5401253240713751,0.29930582161159125,-0.5686453339583194,0.5060968481556133,0.07054236963754147,-0.510634082575818,0.17331980869776692,-0.07970910424295956,-0.4653554281832478,0.20314802002771912,0.08084504283903239,-0.4993824684427642,0.12970602686106575,-0.5058480288645998,0.48962763738668114,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
-0.381231286934571,-0.12138712100365544,-0.787180947086913,0.7152829349819332,0.13944629784565074,0.16485966262872462,-0.44077545667186135,-0.05706635990054145,-0.4693540477013092,-0.0018889540403689126,-0.43294000094986124,-0.08746546621383734,-0.4487416338860382,-0.019557049599406094,-0.5239768895835409,0.14092616524323956,-0.5292912770426516,0.20007667982733324,-0.37682764650190925,-0.5366271189052995,0.3826634804114607,-0.5302514102057224,-0.42885862951624687,0.015639709145336758,-0.5173891833488976,-0.5416891249499021,0.2602111497317703,-0.523498943404783,0.3145766491920401,-0.3647561593954471,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
-0.381231286934571,0.7803457778806423,0.41016916743686255,0.7152829349819332,-1.4612617568947093,2.0231044148022104,1.061216208074195,-0.7275773134321301,1.1762768904301075,-0.7304576161302236,1.0196538183729584,-0.7172003323514075,1.0662084496648359,-0.7078633608472511,1.869348241262358,-0.8754122111185701,1.982666243088105,-0.9509060074801465,1.830483590141897,1.4619724475482194,-0.8963762120475973,1.4485426429603414,0.6503308122375502,-0.6845700261692842,1.3051460957801915,1.4547135510628881,-0.8327062502577498,1.485726471463587,-0.8944702447861661,1.3440114341688094,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,0,A
-0.381231286934571,0.7803457778806423,-0.787180947086913,-0.6914762412306433,0.13944629784565074,0.6294208506720961,-0.5857953415438943,0.5480879302904229,-0.6041497559441555,0.48043873166371626,-0.5685154240866577,0.4105163605545247,-0.5864643687542995,0.43611611812564827,-0.7500564622041633,0.9442176654604774,-0.7822314440002622,1.1032200293569248,-1.259752141159432,-0.6040903954100597,0.5856856538176604,-0.6006085320960715,-0.4696683142884492,0.11992626546879077,-0.6021582660990878,-0.5917780809788967,0.42687304063926296,-0.6061831168561563,0.4912231109745703,-0.7919480577865112,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,0,A
-0.381231286934571,-0.12138712100365544,-0.787180947086913,0.7152829349819332,0.13944629784565074,0.16485966262872462,2.7444827289102927,-0.795354593933518,2.4399866552067926,-0.7964603520686775,2.4141438849228654,-0.7819603008549164,2.663792174136667,-0.763023796940284,4.208102440786038,-0.9766967915807436,4.224239446815899,-1.0643240095140953,2.2719458374706583,4.244832603369575,-1.0790961681131772,4.878452335114853,2.958345206576553,-0.790984879560564,5.11975481953875,4.889384821622527,-0.9897530320744258,5.074219599253187,-1.0750421834971968,2.6255871293420014,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
-0.381231286934571,-1.023120019887953,0.41016916743686255,-0.6914762412306433,-0.6609077295245293,-0.7642627134580184,-0.1662735317355132,-0.3233342475845658,-0.17168019199835666,-0.3572883014012736,-0.1908410310627245,-0.33310672605473346,-0.15676943596532436,-0.3433248266672077,-0.13418452299626074,-0.2711973000856043,-0.1106316903541921,-0.2787993287604505,0.06463460082685202,-0.14028036943983394,-0.12489195310403854,-0.17846580075397778,-0.2248102056552347,-0.27380869207894426,-0.17831285234813687,-0.19822199789393802,-0.19490401390022938,-0.16795699756387825,-0.16040605915654088,0.06243573899561703,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,2,H
0.39924221387636166,0.7803457778806423,1.6075192819606379,2.1220421111945096,-0.6609077295245293,0.6294208506720961,0.3102203757011667,-0.6380144784838673,0.3057212746950578,-0.6238378119219523,0.3127248263025197,-0.6345755449503787,0.3500502283498772,-0.6071356079817128,0.6921752941687728,-0.7426944849957221,0.7354095577454032,-0.7912806712842188,0.9475590954843746,0.7873396825006179,-0.7948651253444975,0.8329178264197884,0.3147845152216638,-0.6292343024058187,1.050838847529621,0.7391570363629635,-0.7525803411676091,0.8077162491623263,-0.80025879850215,0.9168195357777452,-0.23840734775755337,-0.2710802266434084,-0.2582387662953336,-0.2672934293162021,1,D
